periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 515 Rev 2020_Number of over 5 years cases with fever for less than 7 days,MOH 515 Rev 2020_Number of under 5 years cases with fever for less than 7 days
202410,Oct-24,202410,,kqJ83J2D72s,Narok County,KE_County_33,,208,252
202410,Oct-24,202410,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,47,65
202410,Oct-24,202410,,mYZacFNIB3h,Nyandarua County,KE_County_18,,4,33
202410,Oct-24,202410,,HMNARUV2CW4,Bomet County,KE_County_36,,120,174
202410,Oct-24,202410,,BjC1xL40gHo,Kakamega County,KE_County_37,,13649,6613
202410,Oct-24,202410,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,15474,3868
202410,Oct-24,202410,,XWALbfAPa6n,West Pokot County,KE_County_24,,839,580
202410,Oct-24,202410,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,112,70
202410,Oct-24,202410,,t0J75eHKxz5,Nandi County,KE_County_29,,31,216
202410,Oct-24,202410,,kphDeKClFch,Turkana County,KE_County_23,,1949,1924
202410,Oct-24,202410,,xuFdFy6t9AH,Laikipia County,KE_County_31,,11,70
202410,Oct-24,202410,,PFu8alU2KWG,Embu County,KE_County_14,,148,226
202410,Oct-24,202410,,ihZsJ8alvtb,Kericho County,KE_County_35,,252,476
202410,Oct-24,202410,,sPkRcDvhGWA,Kisii County,KE_County_45,,2731,1699
202410,Oct-24,202410,,ahwTMNAJvrL,Muranga County,KE_County_21,,28,138
202410,Oct-24,202410,,yhCUgGcCcOo,Machakos County,KE_County_16,,61,192
202410,Oct-24,202410,,JsH2bnvNt2d,Tana River County,KE_County_4,,721,355
202410,Oct-24,202410,,nrI2khZx3d0,Kilifi County,KE_County_3,,484,919
202410,Oct-24,202410,,mThvosEflAU,Trans Nzoia County,KE_County_26,,179,260
202410,Oct-24,202410,,fVra3Pwta0Q,Migori County,KE_County_44,,3912,2706
202410,Oct-24,202410,,Eey8fT4Im3y,Marsabit County,KE_County_10,,360,270
202410,Oct-24,202410,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,45,30
202410,Oct-24,202410,,qKzosKQPl6G,Kiambu County,KE_County_22,,,194
202410,Oct-24,202410,,j8o6iO4Njsi,Kitui County,KE_County_15,,446,511
202410,Oct-24,202410,,tAbBVBbueqD,Kisumu County,KE_County_42,,6735,7737
202410,Oct-24,202410,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1459,350
202410,Oct-24,202410,,sANMZ3lpqGs,Vihiga County,KE_County_38,,5909,3482
202410,Oct-24,202410,,ob6SxuRcqU4,Nakuru County,KE_County_32,,126,504
202410,Oct-24,202410,,bzOfj0iwfDH,Isiolo County,KE_County_11,,46,228
202410,Oct-24,202410,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,257,322
202410,Oct-24,202410,,Tvf1zgVZ0K4,Busia County,KE_County_40,,10608,12416
202410,Oct-24,202410,,u4t9H8XyU9P,Siaya County,KE_County_41,,12121,6042
202109,Sep-21,202109,,ob6SxuRcqU4,Nakuru County,KE_County_32,,273,366
202109,Sep-21,202109,,u4t9H8XyU9P,Siaya County,KE_County_41,,9183,5635
202109,Sep-21,202109,,t0J75eHKxz5,Nandi County,KE_County_29,,581,222
202109,Sep-21,202109,,kphDeKClFch,Turkana County,KE_County_23,,1580,1648
202109,Sep-21,202109,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,980,308
202109,Sep-21,202109,,PFu8alU2KWG,Embu County,KE_County_14,,24,44
202109,Sep-21,202109,,sPkRcDvhGWA,Kisii County,KE_County_45,,325,442
202109,Sep-21,202109,,nrI2khZx3d0,Kilifi County,KE_County_3,,116,140
202109,Sep-21,202109,,yhCUgGcCcOo,Machakos County,KE_County_16,,20,41
202109,Sep-21,202109,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,147,63
202109,Sep-21,202109,,uepLTG8wGWJ,Nyamira County,KE_County_46,,590,145
202109,Sep-21,202109,,qKzosKQPl6G,Kiambu County,KE_County_22,,171,237
202109,Sep-21,202109,,tAbBVBbueqD,Kisumu County,KE_County_42,,2169,5294
202109,Sep-21,202109,,mYZacFNIB3h,Nyandarua County,KE_County_18,,47,17
202109,Sep-21,202109,,HMNARUV2CW4,Bomet County,KE_County_36,,25,24
202109,Sep-21,202109,,ahwTMNAJvrL,Muranga County,KE_County_21,,515,133
202109,Sep-21,202109,,ihZsJ8alvtb,Kericho County,KE_County_35,,183,113
202109,Sep-21,202109,,Y52XNJ50hYb,Meru County,KE_County_12,,53,57
202109,Sep-21,202109,,ptWVfaCIdVx,Nyeri County,KE_County_19,,8,11
202109,Sep-21,202109,,uyOrcHZBpW0,Garissa County,KE_County_7,,706,422
202109,Sep-21,202109,,N7YETT3A9r1,Kwale County,KE_County_2,,152,42
202109,Sep-21,202109,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,135,174
202109,Sep-21,202109,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3726,1841
202109,Sep-21,202109,,BjC1xL40gHo,Kakamega County,KE_County_37,,2791,3299
202109,Sep-21,202109,,XWALbfAPa6n,West Pokot County,KE_County_24,,85,61
202109,Sep-21,202109,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1902,1627
202109,Sep-21,202109,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3589,1661
202109,Sep-21,202109,,kqJ83J2D72s,Narok County,KE_County_33,,388,462
202109,Sep-21,202109,,CeLsrJOH0g9,Wajir County,KE_County_8,,5,19
202109,Sep-21,202109,,fVra3Pwta0Q,Migori County,KE_County_44,,1439,1017
202109,Sep-21,202109,,Tvf1zgVZ0K4,Busia County,KE_County_40,,5673,14161
202109,Sep-21,202109,,Eey8fT4Im3y,Marsabit County,KE_County_10,,37,136
202109,Sep-21,202109,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,651,1133
202109,Sep-21,202109,,mThvosEflAU,Trans Nzoia County,KE_County_26,,936,841
202109,Sep-21,202109,,BoDytkJQ4Qi,Makueni County,KE_County_17,,35,104
202109,Sep-21,202109,,bzOfj0iwfDH,Isiolo County,KE_County_11,,171,1025
202109,Sep-21,202109,,JsH2bnvNt2d,Tana River County,KE_County_4,,380,377
202109,Sep-21,202109,,vvOK1BxTbet,Baringo County,KE_County_30,,52,37
202109,Sep-21,202109,,R6f9znhg37c,Mandera County,KE_County_9,,147,100
202109,Sep-21,202109,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,678,66
202109,Sep-21,202109,,jkG3zaihdSs,Nairobi County,KE_County_47,,95,122
202109,Sep-21,202109,,j8o6iO4Njsi,Kitui County,KE_County_15,,,1
202109,Sep-21,202109,,o36zCRjSd4G,Samburu County,KE_County_25,,50,79
202109,Sep-21,202109,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,7,9
202109,Sep-21,202109,,wsBsC6gjHvn,Mombasa County,KE_County_1,,24,67
202209,Sep-22,202209,,wsBsC6gjHvn,Mombasa County,KE_County_1,,24,41
202209,Sep-22,202209,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,13923,2313
202209,Sep-22,202209,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,10,57
202209,Sep-22,202209,,R6f9znhg37c,Mandera County,KE_County_9,,162,193
202209,Sep-22,202209,,bzOfj0iwfDH,Isiolo County,KE_County_11,,70,202
202209,Sep-22,202209,,jkG3zaihdSs,Nairobi County,KE_County_47,,90,253
202209,Sep-22,202209,,XWALbfAPa6n,West Pokot County,KE_County_24,,214,201
202209,Sep-22,202209,,BjC1xL40gHo,Kakamega County,KE_County_37,,9752,4594
202209,Sep-22,202209,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,420,601
202209,Sep-22,202209,,Tvf1zgVZ0K4,Busia County,KE_County_40,,18413,13887
202209,Sep-22,202209,,o36zCRjSd4G,Samburu County,KE_County_25,,59,67
202209,Sep-22,202209,,mThvosEflAU,Trans Nzoia County,KE_County_26,,80,27
202209,Sep-22,202209,,Y52XNJ50hYb,Meru County,KE_County_12,,81,147
202209,Sep-22,202209,,vvOK1BxTbet,Baringo County,KE_County_30,,247,295
202209,Sep-22,202209,,HMNARUV2CW4,Bomet County,KE_County_36,,2,9
202209,Sep-22,202209,,mYZacFNIB3h,Nyandarua County,KE_County_18,,21,41
202209,Sep-22,202209,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,513,342
202209,Sep-22,202209,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,21
202209,Sep-22,202209,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,157,66
202209,Sep-22,202209,,kphDeKClFch,Turkana County,KE_County_23,,1903,2003
202209,Sep-22,202209,,CeLsrJOH0g9,Wajir County,KE_County_8,,,72
202209,Sep-22,202209,,nrI2khZx3d0,Kilifi County,KE_County_3,,190,164
202209,Sep-22,202209,,NjWSbQTwys4,Lamu County,KE_County_5,,,3
202209,Sep-22,202209,,kqJ83J2D72s,Narok County,KE_County_33,,361,390
202209,Sep-22,202209,,JsH2bnvNt2d,Tana River County,KE_County_4,,520,552
202209,Sep-22,202209,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3534,2217
202209,Sep-22,202209,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,18,11
202209,Sep-22,202209,,uyOrcHZBpW0,Garissa County,KE_County_7,,347,309
202209,Sep-22,202209,,tAbBVBbueqD,Kisumu County,KE_County_42,,8903,12401
202209,Sep-22,202209,,sPkRcDvhGWA,Kisii County,KE_County_45,,1460,590
202209,Sep-22,202209,,ob6SxuRcqU4,Nakuru County,KE_County_32,,179,218
202209,Sep-22,202209,,u4t9H8XyU9P,Siaya County,KE_County_41,,10552,6418
202209,Sep-22,202209,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,8,11
202209,Sep-22,202209,,PFu8alU2KWG,Embu County,KE_County_14,,19,31
202209,Sep-22,202209,,Eey8fT4Im3y,Marsabit County,KE_County_10,,72,62
202209,Sep-22,202209,,j8o6iO4Njsi,Kitui County,KE_County_15,,9,15
202209,Sep-22,202209,,xuFdFy6t9AH,Laikipia County,KE_County_31,,72,40
202209,Sep-22,202209,,ahwTMNAJvrL,Muranga County,KE_County_21,,93,151
202209,Sep-22,202209,,uepLTG8wGWJ,Nyamira County,KE_County_46,,658,78
202209,Sep-22,202209,,qKzosKQPl6G,Kiambu County,KE_County_22,,118,178
202209,Sep-22,202209,,ihZsJ8alvtb,Kericho County,KE_County_35,,159,279
202209,Sep-22,202209,,sANMZ3lpqGs,Vihiga County,KE_County_38,,4528,1029
202209,Sep-22,202209,,t0J75eHKxz5,Nandi County,KE_County_29,,346,151
202209,Sep-22,202209,,fVra3Pwta0Q,Migori County,KE_County_44,,3528,1807
202209,Sep-22,202209,,N7YETT3A9r1,Kwale County,KE_County_2,,255,263
202209,Sep-22,202209,,ptWVfaCIdVx,Nyeri County,KE_County_19,,9,10
202209,Sep-22,202209,,yhCUgGcCcOo,Machakos County,KE_County_16,,74,85
202309,Sep-23,202309,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,76,16
202309,Sep-23,202309,,PFu8alU2KWG,Embu County,KE_County_14,,15,29
202309,Sep-23,202309,,u4t9H8XyU9P,Siaya County,KE_County_41,,9710,6256
202309,Sep-23,202309,,nrI2khZx3d0,Kilifi County,KE_County_3,,104,145
202309,Sep-23,202309,,ob6SxuRcqU4,Nakuru County,KE_County_32,,173,612
202309,Sep-23,202309,,ahwTMNAJvrL,Muranga County,KE_County_21,,38,893
202309,Sep-23,202309,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1826,285
202309,Sep-23,202309,,kphDeKClFch,Turkana County,KE_County_23,,2033,1458
202309,Sep-23,202309,,t0J75eHKxz5,Nandi County,KE_County_29,,220,68
202309,Sep-23,202309,,ihZsJ8alvtb,Kericho County,KE_County_35,,155,641
202309,Sep-23,202309,,xuFdFy6t9AH,Laikipia County,KE_County_31,,84,87
202309,Sep-23,202309,,kqJ83J2D72s,Narok County,KE_County_33,,350,379
202309,Sep-23,202309,,BjC1xL40gHo,Kakamega County,KE_County_37,,14232,4413
202309,Sep-23,202309,,jkG3zaihdSs,Nairobi County,KE_County_47,,105,236
202309,Sep-23,202309,,XWALbfAPa6n,West Pokot County,KE_County_24,,83,149
202309,Sep-23,202309,,R6f9znhg37c,Mandera County,KE_County_9,,118,180
202309,Sep-23,202309,,mYZacFNIB3h,Nyandarua County,KE_County_18,,6,9
202309,Sep-23,202309,,BoDytkJQ4Qi,Makueni County,KE_County_17,,46,160
202309,Sep-23,202309,,sPkRcDvhGWA,Kisii County,KE_County_45,,1821,699
202309,Sep-23,202309,,JsH2bnvNt2d,Tana River County,KE_County_4,,1010,803
202309,Sep-23,202309,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,2,1
202309,Sep-23,202309,,CeLsrJOH0g9,Wajir County,KE_County_8,,72,106
202309,Sep-23,202309,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,9499,5975
202309,Sep-23,202309,,uyOrcHZBpW0,Garissa County,KE_County_7,,184,187
202309,Sep-23,202309,,N7YETT3A9r1,Kwale County,KE_County_2,,130,168
202309,Sep-23,202309,,HMNARUV2CW4,Bomet County,KE_County_36,,96,25
202309,Sep-23,202309,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,90,174
202309,Sep-23,202309,,sANMZ3lpqGs,Vihiga County,KE_County_38,,4810,1100
202309,Sep-23,202309,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,10733,4063
202309,Sep-23,202309,,wsBsC6gjHvn,Mombasa County,KE_County_1,,40,58
202309,Sep-23,202309,,Eey8fT4Im3y,Marsabit County,KE_County_10,,161,152
202309,Sep-23,202309,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,16,10
202309,Sep-23,202309,,o36zCRjSd4G,Samburu County,KE_County_25,,112,222
202309,Sep-23,202309,,j8o6iO4Njsi,Kitui County,KE_County_15,,15,82
202309,Sep-23,202309,,Y52XNJ50hYb,Meru County,KE_County_12,,141,159
202309,Sep-23,202309,,vvOK1BxTbet,Baringo County,KE_County_30,,495,325
202309,Sep-23,202309,,bzOfj0iwfDH,Isiolo County,KE_County_11,,80,286
202309,Sep-23,202309,,mThvosEflAU,Trans Nzoia County,KE_County_26,,36,16
202309,Sep-23,202309,,fVra3Pwta0Q,Migori County,KE_County_44,,6536,3348
202309,Sep-23,202309,,Tvf1zgVZ0K4,Busia County,KE_County_40,,20920,18517
202309,Sep-23,202309,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,212,332
202309,Sep-23,202309,,qKzosKQPl6G,Kiambu County,KE_County_22,,121,194
202309,Sep-23,202309,,tAbBVBbueqD,Kisumu County,KE_County_42,,9962,13282
202309,Sep-23,202309,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,3,4
202309,Sep-23,202309,,yhCUgGcCcOo,Machakos County,KE_County_16,,7,17
202309,Sep-23,202309,,ptWVfaCIdVx,Nyeri County,KE_County_19,,6,21
202409,Sep-24,202409,,j8o6iO4Njsi,Kitui County,KE_County_15,,404,588
202409,Sep-24,202409,,BoDytkJQ4Qi,Makueni County,KE_County_17,,361,837
202409,Sep-24,202409,,sANMZ3lpqGs,Vihiga County,KE_County_38,,6249,4280
202409,Sep-24,202409,,o36zCRjSd4G,Samburu County,KE_County_25,,207,275
202409,Sep-24,202409,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,252,72
202409,Sep-24,202409,,HMNARUV2CW4,Bomet County,KE_County_36,,223,257
202409,Sep-24,202409,,vvOK1BxTbet,Baringo County,KE_County_30,,669,487
202409,Sep-24,202409,,Eey8fT4Im3y,Marsabit County,KE_County_10,,182,240
202409,Sep-24,202409,,wsBsC6gjHvn,Mombasa County,KE_County_1,,139,182
202409,Sep-24,202409,,uyOrcHZBpW0,Garissa County,KE_County_7,,71,86
202409,Sep-24,202409,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,11193,4599
202409,Sep-24,202409,,Y52XNJ50hYb,Meru County,KE_County_12,,198,328
202409,Sep-24,202409,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,16,17
202409,Sep-24,202409,,BjC1xL40gHo,Kakamega County,KE_County_37,,13530,6159
202409,Sep-24,202409,,jkG3zaihdSs,Nairobi County,KE_County_47,,,143
202409,Sep-24,202409,,XWALbfAPa6n,West Pokot County,KE_County_24,,785,544
202409,Sep-24,202409,,CeLsrJOH0g9,Wajir County,KE_County_8,,15,18
202409,Sep-24,202409,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,69,55
202409,Sep-24,202409,,R6f9znhg37c,Mandera County,KE_County_9,,38,38
202409,Sep-24,202409,,nrI2khZx3d0,Kilifi County,KE_County_3,,298,563
202409,Sep-24,202409,,NjWSbQTwys4,Lamu County,KE_County_5,,19,60
202409,Sep-24,202409,,JsH2bnvNt2d,Tana River County,KE_County_4,,1139,412
202409,Sep-24,202409,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,12096,4706
202409,Sep-24,202409,,sPkRcDvhGWA,Kisii County,KE_County_45,,2659,1376
202409,Sep-24,202409,,qKzosKQPl6G,Kiambu County,KE_County_22,,7,181
202409,Sep-24,202409,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1603,328
202409,Sep-24,202409,,mYZacFNIB3h,Nyandarua County,KE_County_18,,2,48
202409,Sep-24,202409,,ihZsJ8alvtb,Kericho County,KE_County_35,,164,430
202409,Sep-24,202409,,fVra3Pwta0Q,Migori County,KE_County_44,,4541,4049
202409,Sep-24,202409,,kqJ83J2D72s,Narok County,KE_County_33,,372,461
202409,Sep-24,202409,,ahwTMNAJvrL,Muranga County,KE_County_21,,93,119
202409,Sep-24,202409,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,162,93
202409,Sep-24,202409,,xuFdFy6t9AH,Laikipia County,KE_County_31,,61,137
202409,Sep-24,202409,,kphDeKClFch,Turkana County,KE_County_23,,3021,1988
202409,Sep-24,202409,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,289,281
202409,Sep-24,202409,,Tvf1zgVZ0K4,Busia County,KE_County_40,,13292,13110
202409,Sep-24,202409,,bzOfj0iwfDH,Isiolo County,KE_County_11,,41,247
202409,Sep-24,202409,,u4t9H8XyU9P,Siaya County,KE_County_41,,12764,6322
202409,Sep-24,202409,,PFu8alU2KWG,Embu County,KE_County_14,,76,108
202409,Sep-24,202409,,mThvosEflAU,Trans Nzoia County,KE_County_26,,87,304
202409,Sep-24,202409,,tAbBVBbueqD,Kisumu County,KE_County_42,,8850,9383
202409,Sep-24,202409,,ob6SxuRcqU4,Nakuru County,KE_County_32,,309,282
202409,Sep-24,202409,,t0J75eHKxz5,Nandi County,KE_County_29,,3,71
202409,Sep-24,202409,,yhCUgGcCcOo,Machakos County,KE_County_16,,18,240
202409,Sep-24,202409,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,162,145
202409,Sep-24,202409,,N7YETT3A9r1,Kwale County,KE_County_2,,713,1169
